"","Risk of Failure to Appear_decile_score","Risk of Failure to Appear_raw_score","Risk of Failure to Appear_score_text","Risk of Recidivism_decile_score","Risk of Recidivism_raw_score","Risk of Recidivism_score_text","Risk of Violence_decile_score","Risk of Violence_raw_score","Risk of Violence_score_text","recid","recid_violent","recid_proPub","recid_violent_proPub","uid"
"60","3","18","Low","6","-0.28","Medium","4","-2.21","Low",0,0,0,0,"78_2014-11-03"
"61","6","25","Medium","5","-0.43","Medium","7","-1.45","Medium",0,0,1,0,"79_2013-03-18"
"62","1","12","Low","4","-0.6","Low","4","-2.04","Low",1,0,1,0,"80_2013-09-18"
"63","2","16","Low","5","-0.46","Medium","3","-2.51","Low",0,0,0,0,"81_2014-11-08"
"64","1","15","Low","8","0.09","High","2","-2.71","Low",0,0,0,0,"82_2014-07-30"
"65","1","15","Low","7","-0.01","Medium","3","-2.36","Low",0,0,0,0,"83_2013-01-20"
"66","1","13","Low","1","-2.05","Low","1","-3.38","Low",0,0,0,0,"84_2013-08-27"
"67","1","11","Low","1","-1.84","Low","1","-3.18","Low",0,0,0,0,"86_2014-12-03"
"68","1","14","Low","3","-0.93","Low","2","-2.94","Low",0,0,0,0,"87_2013-02-11"
"69","1","13","Low","1","-1.84","Low","1","-3.25","Low",0,0,0,0,"89_2014-04-14"
"70","3","20","Low","10","0.69","High","9","-0.9","High",1,0,1,0,"90_2014-08-30"
"71","2","16","Low","2","-1.11","Low","2","-2.7","Low",1,0,1,0,"91_2013-02-04"
"72","4","21","Low","6","-0.17","Medium","3","-2.41","Low",0,0,0,0,"92_2013-03-21"
"73","1","13","Low","4","-0.62","Low","6","-1.61","Medium",1,0,1,0,"93_2013-11-16"
"74","1","11","Low","1","-1.88","Low","1","-3.31","Low",0,0,0,0,"94_2014-07-30"
"75","5","23","Medium","9","0.44","High","5","-1.8","Medium",1,1,1,0,"96_2013-01-26"
"76","1","12","Low","1","-1.98","Low","1","-3.88","Low",0,0,0,0,"97_2013-01-08"
"77","3","18","Low","6","-0.25","Medium","3","-2.32","Low",1,0,1,0,"98_2014-04-30"
"78","1","11","Low","1","-1.88","Low","1","-3.24","Low",0,0,0,0,"99_2014-03-09"
"79","1","13","Low","1","-2.57","Low","1","-4.15","Low",0,0,0,0,"100_2013-09-28"
"80","1","13","Low","1","-2.08","Low","1","-3.55","Low",1,1,1,1,"101_2013-01-13"
"81","1","14","Low","4","-0.52","Low","6","-1.59","Medium",0,0,0,0,"102_2013-05-25"
"82","1","14","Low","3","-1.2","Low","2","-2.62","Low",0,0,0,0,"103_2014-11-08"
"83","5","22","Medium","4","-0.56","Low","4","-2.03","Low",0,0,0,0,"104_2013-01-09"
"84","1","14","Low","6","-0.22","Medium","4","-2.03","Low",0,0,0,0,"106_2014-09-21"
"85","2","16","Low","6","-0.24","Medium","3","-2.36","Low",1,1,1,0,"107_2013-01-07"
"86","1","11","Low","3","-0.91","Low","3","-2.38","Low",1,0,1,0,"113_2013-08-25"
"87","3","18","Low","8","0.09","High","6","-1.56","Medium",0,0,0,0,"114_2013-02-19"
"88","2","16","Low","4","-0.98","Low","3","-2.32","Low",1,1,1,1,"115_2013-11-08"
"89","4","21","Low","2","-1.36","Low","1","-3.05","Low",0,0,0,0,"119_2013-03-04"
"90","1","12","Low","1","-2.53","Low","1","-4.05","Low",0,0,0,0,"121_2014-04-26"
"91","7","26","Medium","10","0.78","High","9","-0.74","High",1,0,1,1,"122_2013-02-21"
"92","8","29","High","5","-0.46","Medium","1","-3.24","Low",0,0,0,0,"124_2014-07-17"
"93","2","16","Low","6","-0.19","Medium","5","-1.78","Medium",1,0,0,0,"126_2014-06-24"
"94","1","13","Low","1","-1.64","Low","2","-2.84","Low",1,0,1,0,"127_2014-08-07"
"95","1","11","Low","5","-0.33","Medium","8","-1.21","High",1,1,1,1,"130_2013-10-03"
"96","2","16","Low","9","0.39","High","10","-0.57","High",1,1,1,0,"131_2014-01-16"
"97","5","23","Medium","7","0.03","Medium","6","-1.54","Medium",1,0,1,0,"137_2014-04-29"
"98","3","19","Low","8","0.15","High","4","-2.15","Low",1,0,1,0,"138_2013-01-12"
"99","1","15","Low","6","-0.21","Medium","6","-1.5","Medium",1,0,1,0,"139_2013-04-20"
"100","2","16","Low","5","-0.32","Medium","4","-1.98","Low",0,0,0,0,"141_2014-12-16"
"101","2","17","Low","8","0.21","High","9","-0.91","High",1,1,1,1,"142_2014-12-13"
"102","7","27","Medium","3","-0.92","Low","2","-2.89","Low",0,0,0,0,"144_2014-12-04"
"103","2","16","Low","7","-0.23","Medium","8","-1.22","High",0,0,0,0,"145_2013-11-14"
"104","1","14","Low","1","-1.53","Low","1","-3.23","Low",1,1,1,0,"146_2013-02-13"
"105","1","12","Low","1","-2.36","Low","1","-4.03","Low",0,0,0,0,"148_2013-04-15"
"106","1","12","Low","1","-2.2","Low","1","-3.71","Low",0,0,0,0,"150_2013-08-20"
"107","1","13","Low","4","-0.72","Low","7","-1.45","Medium",1,1,1,1,"151_2014-11-14"
"108","6","24","Medium","2","-1.09","Low","2","-2.64","Low",0,0,0,0,"153_2013-09-09"
"109","2","16","Low","1","-1.94","Low","1","-3.41","Low",1,1,1,1,"154_2013-09-05"
"110","3","18","Low","3","-1.25","Low","1","-3.03","Low",0,0,0,0,"155_2014-11-25"
"111","5","23","Medium","6","-0.15","Medium","6","-1.52","Medium",1,1,1,0,"156_2013-04-11"
"112","1","14","Low","4","-0.66","Low","2","-2.58","Low",0,0,0,0,"157_2013-08-29"
"113","5","23","Medium","5","-0.51","Medium","2","-2.68","Low",0,0,0,0,"158_2014-02-21"
"114","4","21","Low","4","-0.96","Low","3","-2.28","Low",0,0,0,0,"159_2013-02-26"
"115","5","22","Medium","6","-0.17","Medium","3","-2.4","Low",0,0,0,0,"161_2014-05-08"
"116","3","18","Low","3","-1.11","Low","4","-2.21","Low",0,0,0,0,"162_2014-06-05"
"117","5","23","Medium","1","-1.47","Low","1","-3.34","Low",0,0,0,0,"163_2013-08-15"
"118","3","19","Low","9","0.47","High","6","-1.68","Medium",0,0,0,0,"164_2014-10-16"
"119","1","12","Low","4","-0.82","Low","4","-2.05","Low",0,0,0,0,"165_2014-09-20"
"120","1","15","Low","9","0.43","High","6","-1.56","Medium",1,1,1,0,"166_2013-03-02"
"121","1","15","Low","7","-0.09","Medium","3","-2.46","Low",0,0,0,0,"167_2014-06-06"
"122","3","19","Low","8","0.13","High","6","-1.54","Medium",0,0,0,0,"168_2014-10-08"
"123","2","16","Low","4","-0.55","Low","3","-2.4","Low",1,0,1,0,"169_2013-01-16"
"124","3","19","Low","9","0.52","High","4","-2.06","Low",0,0,0,0,"170_2013-02-25"
"125","2","16","Low","5","-0.34","Medium","5","-1.9","Medium",0,0,0,0,"171_2013-02-15"
"126","1","14","Low","3","-0.89","Low","3","-2.31","Low",0,0,0,0,"172_2014-12-29"
"127","1","14","Low","5","-0.37","Medium","2","-2.63","Low",1,0,1,0,"173_2013-11-17"
"128","1","14","Low","2","-1.31","Low","1","-3.3","Low",0,0,0,0,"174_2013-11-18"
"129","1","13","Low","2","-1.04","Low","2","-2.85","Low",1,1,1,0,"175_2013-03-16"
"130","6","24","Medium","9","0.53","High","7","-1.36","Medium",1,0,1,0,"176_2013-09-06"
"131","1","13","Low","4","-0.58","Low","7","-1.49","Medium",1,1,1,0,"177_2013-11-13"
"132","7","27","Medium","8","0.28","High","5","-1.88","Medium",1,0,1,0,"178_2014-01-11"
"133","2","16","Low","1","-2.04","Low","1","-3.43","Low",0,0,0,0,"179_2014-11-03"
"134","6","25","Medium","7","-0.03","Medium","8","-1.2","High",0,0,0,0,"180_2013-10-14"
"135","2","16","Low","8","0.25","High","7","-1.32","Medium",0,0,0,0,"181_2014-02-20"
"136","1","14","Low","2","-1.52","Low","2","-2.85","Low",0,0,0,0,"182_2013-10-29"
"137","4","21","Low","10","0.71","High","7","-1.45","Medium",1,1,1,1,"183_2013-02-26"
"138","5","22","Medium","9","0.34","High","4","-2.12","Low",1,0,1,0,"184_2014-11-15"
"139","1","13","Low","2","-1.31","Low","2","-2.77","Low",0,0,0,0,"185_2014-09-11"
"140","3","18","Low","1","-1.45","Low","1","-3.38","Low",0,0,0,0,"186_2014-06-06"
"141","7","26","Medium","9","0.39","High","6","-1.73","Medium",0,0,0,0,"189_2013-07-29"
"142","5","23","Medium","10","1.08","High","7","-1.44","Medium",1,1,1,0,"190_2013-12-29"
"143","9","31","High","4","-0.53","Low","1","-3.1","Low",0,0,0,0,"191_2014-07-21"
"144","4","21","Low","3","-0.86","Low","1","-3.39","Low",0,0,0,0,"194_2013-09-17"
"145","1","13","Low","1","-1.39","Low","2","-2.62","Low",0,0,0,0,"196_2014-05-29"
"146","2","17","Low","2","-1.26","Low","2","-2.7","Low",0,0,0,0,"197_2013-11-19"
"147","1","11","Low","5","-0.51","Medium","6","-1.67","Medium",0,0,0,0,"201_2014-07-07"
"148","1","11","Low","2","-1.11","Low","3","-2.5","Low",1,1,1,0,"202_2014-12-19"
"149","1","11","Low","2","-1.45","Low","3","-2.49","Low",0,0,0,0,"203_2014-02-07"
"150","1","15","Low","9","0.57","High","8","-1","High",0,0,0,0,"205_2013-10-22"
"151","1","13","Low","4","-0.86","Low","2","-2.66","Low",1,1,1,0,"206_2014-11-19"
"152","1","13","Low","3","-1.04","Low","3","-2.31","Low",0,0,0,0,"207_2014-04-26"
"153","2","17","Low","2","-1.14","Low","1","-2.95","Low",1,1,1,0,"208_2014-01-27"
"154","6","25","Medium","7","-0.06","Medium","3","-2.51","Low",1,0,1,0,"210_2013-01-02"
"155","1","15","Low","4","-0.73","Low","1","-3.51","Low",0,0,0,0,"211_2014-05-25"
"156","2","17","Low","2","-1.2","Low","1","-3.32","Low",0,0,0,0,"212_2014-11-29"
"157","1","12","Low","3","-1","Low","3","-2.54","Low",1,1,1,0,"213_2013-09-05"
"158","1","14","Low","2","-1.28","Low","3","-2.29","Low",0,0,1,0,"215_2013-01-17"
"159","1","13","Low","2","-1.12","Low","1","-3.38","Low",1,0,1,0,"216_2013-04-02"
"160","4","21","Low","10","1.08","High","8","-1.04","High",0,0,0,0,"217_2014-02-28"
"161","1","13","Low","3","-0.82","Low","3","-2.3","Low",0,0,0,0,"219_2014-11-10"
"162","2","16","Low","1","-2.13","Low","1","-3.71","Low",0,0,0,0,"222_2013-05-14"
"163","4","21","Low","8","0.21","High","4","-1.98","Low",1,1,1,0,"223_2014-04-19"
"164","4","21","Low","6","-0.25","Medium","5","-1.86","Medium",1,1,1,1,"224_2014-12-19"
"165","5","23","Medium","5","-0.48","Medium","2","-2.65","Low",1,1,1,1,"225_2013-12-26"
"166","1","11","Low","3","-1.29","Low","2","-2.93","Low",1,0,1,0,"227_2014-10-23"
"167","9","29","High","9","0.21","High","9","-0.83","High",1,0,1,0,"228_2013-01-11"
"168","2","17","Low","9","0.56","High","8","-1.03","High",1,0,1,0,"229_2013-04-16"
"169","2","16","Low","1","-1.86","Low","1","-3.99","Low",0,0,0,0,"230_2014-11-03"
"170","1","11","Low","6","-0.48","Medium","8","-1.25","High",0,0,0,0,"231_2013-12-07"
"171","5","22","Medium","6","-0.57","Medium","3","-2.46","Low",0,0,0,0,"232_2014-01-27"
"172","3","19","Low","10","0.67","High","10","-0.31","High",0,0,0,0,"233_2014-08-13"
"173","1","15","Low","1","-1.68","Low","1","-3.76","Low",1,1,1,0,"234_2013-04-27"
"174","9","31","High","7","-0.06","Medium","6","-1.73","Medium",1,1,1,0,"235_2013-05-15"
"175","1","13","Low","4","-0.53","Low","4","-1.99","Low",0,0,0,0,"239_2013-09-06"
"176","2","16","Low","4","-0.98","Low","4","-2.17","Low",1,0,1,0,"241_2013-03-10"
"177","4","21","Low","7","-0.29","Medium","4","-2.06","Low",1,0,1,0,"244_2013-05-02"
"178","4","21","Low","7","0.06","Medium","8","-1.19","High",0,0,0,0,"245_2013-03-02"
"179","2","16","Low","2","-1.3","Low","1","-3.29","Low",0,0,0,0,"246_2013-09-26"
"180","1","13","Low","1","-1.79","Low","1","-3.23","Low",0,0,0,0,"247_2014-12-30"
"181","1","12","Low","2","-1.1","Low","4","-2.07","Low",0,0,0,0,"248_2013-05-16"
"182","1","13","Low","1","-1.56","Low","1","-3.08","Low",1,0,1,0,"249_2013-02-11"
"183","10","41","High","10","0.62","High","4","-1.98","Low",0,0,0,0,"250_2014-08-17"
"184","3","18","Low","5","-0.45","Medium","4","-2.07","Low",0,0,0,0,"252_2013-04-20"
"185","1","11","Low","1","-1.46","Low","2","-2.89","Low",0,0,0,0,"253_2014-05-31"
"186","1","11","Low","2","-1.07","Low","3","-2.28","Low",1,0,1,0,"254_2013-09-17"
"187","1","14","Low","3","-0.9","Low","2","-2.61","Low",0,0,0,0,"255_2014-06-10"
"188","4","20","Low","6","-0.48","Medium","6","-1.55","Medium",0,0,0,0,"256_2014-04-04"
"189","1","12","Low","3","-0.85","Low","5","-1.74","Medium",0,0,0,0,"257_2013-09-09"
"190","6","23","Medium","7","-0.19","Medium","3","-2.5","Low",0,0,0,0,"258_2013-02-18"
"191","1","13","Low","1","-2.06","Low","1","-3.98","Low",0,0,0,0,"259_2013-03-05"
"192","6","24","Medium","4","-0.64","Low","1","-3.07","Low",0,0,0,0,"260_2013-02-05"
"193","3","19","Low","6","-0.24","Medium","4","-1.99","Low",0,0,0,0,"261_2014-04-09"
"194","1","15","Low","6","-0.3","Medium","6","-1.53","Medium",1,1,1,1,"265_2013-03-18"
"195","2","17","Low","1","-1.8","Low","1","-3.6","Low",0,0,0,0,"266_2013-08-29"
"196","9","31","High","2","-1.3","Low","1","-3.28","Low",1,0,0,0,"267_2013-03-14"
"197","1","13","Low","1","-2.63","Low","1","-4.32","Low",1,0,1,0,"268_2014-09-20"
"198","3","19","Low","1","-1.7","Low","1","-3.69","Low",0,0,0,0,"269_2014-03-03"
"199","1","11","Low","2","-1.11","Low","4","-2.21","Low",0,0,0,0,"271_2014-01-14"
"200","1","12","Low","1","-1.46","Low","1","-3.15","Low",0,0,0,0,"274_2014-04-29"
"201","1","13","Low","5","-0.44","Medium","5","-1.75","Medium",1,0,1,0,"275_2014-04-24"
"202","3","19","Low","8","0.13","High","1","-3.2","Low",1,1,1,0,"277_2013-02-03"
"203","3","18","Low","2","-1.14","Low","4","-2.16","Low",1,0,1,0,"278_2014-01-06"
"204","3","20","Low","1","-1.73","Low","1","-3.93","Low",0,0,0,0,"279_2013-10-25"
"205","1","15","Low","1","-1.48","Low","1","-2.98","Low",0,0,1,1,"281_2013-06-11"
"206","5","23","Medium","4","-0.73","Low","3","-2.31","Low",1,1,1,0,"282_2014-02-17"
"207","2","16","Low","5","-0.6","Medium","2","-2.6","Low",0,0,0,0,"283_2014-08-18"
"208","3","20","Low","10","0.65","High","7","-1.48","Medium",1,0,1,0,"286_2013-08-28"
"209","8","30","High","9","0.46","High","8","-1.09","High",1,1,1,1,"287_2013-12-24"
"210","5","22","Medium","4","-0.67","Low","4","-1.98","Low",1,0,1,0,"288_2014-03-02"
"211","3","19","Low","9","0.5","High","8","-1.25","High",1,1,1,0,"289_2014-11-14"
"212","6","25","Medium","3","-1","Low","4","-2.13","Low",0,0,0,0,"291_2013-02-01"
"213","9","30","High","9","0.42","High","1","-3.06","Low",0,0,0,0,"292_2014-05-31"
"214","3","18","Low","3","-0.83","Low","4","-2.08","Low",1,1,1,1,"293_2014-04-26"
"215","1","13","Low","2","-1.15","Low","1","-2.98","Low",1,0,1,0,"294_2014-01-31"
"216","10","34","High","10","1","High","8","-1.19","High",0,0,0,0,"295_2014-01-12"
"217","2","16","Low","4","-1","Low","4","-2.04","Low",0,0,0,0,"297_2013-08-21"
"218","1","13","Low","3","-0.94","Low","1","-3","Low",1,0,1,0,"298_2014-01-28"
"219","3","19","Low","1","-2.39","Low","1","-3.93","Low",0,0,0,0,"299_2013-09-16"
"220","6","24","Medium","3","-1.12","Low","1","-3.39","Low",0,0,0,0,"300_2013-11-08"
"221","3","20","Low","4","-0.58","Low","4","-2.2","Low",0,0,0,0,"301_2013-01-06"
"222","9","31","High","9","0.4","High","9","-0.67","High",1,1,1,0,"302_2014-07-13"
"223","3","19","Low","5","-0.35","Medium","4","-2.09","Low",1,1,1,0,"304_2014-10-08"
"224","1","15","Low","10","0.87","High","8","-1.14","High",1,0,1,0,"306_2013-04-18"
"225","7","27","Medium","6","-0.28","Medium","2","-2.77","Low",0,0,0,0,"307_2014-11-02"
"226","3","20","Low","2","-1.17","Low","3","-2.48","Low",0,0,0,0,"308_2013-03-26"
"227","1","14","Low","3","-1.15","Low","2","-2.83","Low",0,0,0,0,"309_2014-08-17"
"228","7","26","Medium","8","-0.09","High","6","-1.53","Medium",0,0,0,0,"310_2013-10-29"
"229","2","17","Low","9","0.14","High","6","-1.73","Medium",1,1,1,0,"313_2013-10-10"
"230","1","13","Low","1","-1.66","Low","1","-3.17","Low",0,0,0,0,"314_2014-05-21"
"231","1","13","Low","1","-1.84","Low","1","-3.26","Low",0,0,0,0,"315_2013-03-20"
"232","2","17","Low","9","0.14","High","7","-1.38","Medium",0,0,0,0,"317_2013-01-02"
"233","4","21","Low","7","0.06","Medium","8","-1.2","High",0,0,0,0,"318_2013-01-18"
"234","1","15","Low","1","-2.73","Low","1","-4.11","Low",1,0,1,0,"319_2013-03-20"
"235","7","26","Medium","9","0.34","High","3","-2.41","Low",0,0,0,0,"320_2013-02-19"
"236","3","19","Low","2","-1.14","Low","3","-2.52","Low",0,0,0,0,"323_2013-01-04"
"237","1","11","Low","1","-2.51","Low","1","-4.05","Low",1,1,1,1,"326_2014-01-13"
"238","2","17","Low","2","-1.05","Low","2","-2.9","Low",0,0,0,0,"327_2013-10-31"
"239","1","11","Low","4","-0.68","Low","7","-1.41","Medium",0,0,0,0,"328_2014-05-13"
"240","1","14","Low","1","-1.48","Low","1","-3.33","Low",1,0,1,0,"329_2013-01-07"
"241","1","13","Low","1","-2.3","Low","1","-3.83","Low",0,0,0,0,"330_2013-01-13"
"242","2","17","Low","7","-0.3","Medium","4","-2.06","Low",0,0,0,0,"332_2013-05-13"
"243","4","21","Low","6","-0.37","Medium","3","-2.25","Low",0,0,0,0,"333_2013-11-05"
"244","3","20","Low","10","0.69","High","9","-0.65","High",1,1,1,0,"334_2013-04-24"
"245","1","12","Low","1","-1.72","Low","1","-3.29","Low",0,0,1,1,"335_2013-02-17"
"246","3","20","Low","4","-0.59","Low","2","-2.68","Low",1,0,1,0,"336_2014-04-30"
"247","8","30","High","9","0.54","High","9","-0.83","High",0,0,0,0,"337_2013-05-07"
"248","4","21","Low","9","0.46","High","5","-1.8","Medium",0,0,0,0,"338_2013-05-09"
"249","1","13","Low","6","-0.23","Medium","5","-1.88","Medium",0,0,0,0,"339_2014-12-25"
"250","1","15","Low","6","-0.39","Medium","6","-1.53","Medium",0,0,0,0,"342_2014-05-26"
"251","1","11","Low","1","-1.81","Low","1","-3.35","Low",0,0,0,0,"344_2014-01-25"
"252","1","13","Low","1","-1.77","Low","1","-3.57","Low",0,0,0,0,"345_2013-05-16"
"253","5","22","Medium","4","-0.53","Low","1","-2.95","Low",1,1,1,0,"347_2013-02-20"
"254","6","25","Medium","4","-0.67","Low","3","-2.3","Low",0,0,0,0,"348_2014-02-04"
"255","5","22","Medium","9","0.55","High","4","-2.04","Low",1,1,1,1,"350_2014-08-06"
"256","3","18","Low","5","-0.44","Medium","3","-2.28","Low",0,0,0,0,"351_2013-09-27"
"257","1","11","Low","2","-1.58","Low","1","-3.04","Low",0,0,0,0,"353_2014-09-28"
"258","2","16","Low","4","-0.74","Low","6","-1.7","Medium",0,0,0,0,"354_2013-02-22"
"259","1","14","Low","2","-1.04","Low","2","-2.77","Low",0,0,0,0,"355_2013-03-05"
"260","1","12","Low","4","-0.61","Low","4","-2.2","Low",1,0,0,0,"356_2013-11-03"
"261","6","24","Medium","8","0.25","High","5","-1.96","Medium",1,1,1,0,"357_2014-12-31"
"262","2","16","Low","2","-1.07","Low","1","-3.02","Low",1,1,1,0,"358_2014-04-19"
"263","9","33","High","9","0.57","High","8","-1.06","High",0,0,0,0,"359_2013-12-17"
"264","3","18","Low","1","-2.45","Low","1","-3.92","Low",0,0,0,0,"361_2013-01-16"
"265","6","24","Medium","5","-0.34","Medium","3","-2.33","Low",1,0,1,0,"363_2013-04-11"
"266","3","19","Low","3","-0.88","Low","4","-2.12","Low",0,0,0,0,"364_2013-09-06"
"267","1","12","Low","1","-1.7","Low","1","-3.06","Low",0,0,0,0,"365_2014-10-02"
"268","3","19","Low","8","0.21","High","7","-1.45","Medium",1,1,1,0,"366_2013-01-31"
"269","1","13","Low","5","-0.81","Medium","6","-1.66","Medium",0,0,0,0,"368_2014-11-23"
"270","2","16","Low","1","-1.96","Low","1","-3.44","Low",0,0,0,0,"369_2013-12-09"
"271","1","11","Low","2","-1.63","Low","1","-3.17","Low",0,0,0,0,"370_2014-11-03"
"272","4","20","Low","5","-0.8","Medium","1","-2.99","Low",1,0,0,0,"371_2014-05-14"
"273","2","16","Low","2","-1.41","Low","1","-3.07","Low",0,0,0,0,"372_2013-10-23"
"274","1","15","Low","2","-1.21","Low","3","-2.29","Low",0,0,0,0,"373_2014-04-10"
"275","6","24","Medium","7","-0.01","Medium","9","-0.78","High",1,1,1,1,"374_2014-03-11"
"276","1","13","Low","2","-1.55","Low","2","-2.88","Low",0,0,0,0,"379_2013-03-09"
"277","1","15","Low","1","-1.77","Low","2","-2.84","Low",0,0,0,0,"380_2014-07-07"
"278","1","13","Low","6","-0.23","Medium","4","-2","Low",1,1,1,0,"381_2013-01-31"
"279","1","14","Low","5","-0.65","Medium","7","-1.37","Medium",1,0,1,0,"382_2014-03-12"
